,State,County,President,Party
1897,Massachusetts,Barnstable,Kamala Harris,D
1898,Massachusetts,Barre,Donald Trump,R
1899,Massachusetts,Becket,Kamala Harris,D
1900,Massachusetts,Bedford,Kamala Harris,D
1901,Massachusetts,Belchertown,Kamala Harris,D
1902,Massachusetts,Bellingham,Kamala Harris,D
1903,Massachusetts,Belmont,Kamala Harris,D
1904,Massachusetts,Berkley,Donald Trump,R
1905,Massachusetts,Berlin,Kamala Harris,D
1906,Massachusetts,Bernardston,Kamala Harris,D
1907,Massachusetts,Beverly,Kamala Harris,D
1908,Massachusetts,Billerica,Donald Trump,R
1909,Massachusetts,Blackstone,Donald Trump,R
1910,Massachusetts,Blandford,Donald Trump,R
1911,Massachusetts,Bolton,Kamala Harris,D
1912,Massachusetts,Boston,Kamala Harris,D
1913,Massachusetts,Bourne,Kamala Harris,D
1914,Massachusetts,Boxborough,Kamala Harris,D
1915,Massachusetts,Boxford,Kamala Harris,D
1916,Massachusetts,Boylston,Kamala Harris,D
1917,Massachusetts,Braintree,Kamala Harris,D
1918,Massachusetts,Brewster,Kamala Harris,D
1919,Massachusetts,Bridgewater,Donald Trump,R
1920,Massachusetts,Brimfield,Donald Trump,R
1921,Massachusetts,Brockton,Kamala Harris,D
1922,Massachusetts,Brookfield,Donald Trump,R
1923,Massachusetts,Brookline,Kamala Harris,D
1924,Massachusetts,Buckland,Kamala Harris,D
1925,Massachusetts,Burlington,Kamala Harris,D
1926,Massachusetts,Cambridge,Kamala Harris,D
1927,Massachusetts,Canton,Kamala Harris,D
1928,Massachusetts,Carlisle,Kamala Harris,D
1929,Massachusetts,Carver,Donald Trump,R
1930,Massachusetts,Charlemont,Kamala Harris,D
1931,Massachusetts,Charlton,Donald Trump,R
1932,Massachusetts,Chatham,Kamala Harris,D
1933,Massachusetts,Chelmsford,Kamala Harris,D
1934,Massachusetts,Chelsea,Kamala Harris,D
1935,Massachusetts,Cheshire,Kamala Harris,D
1936,Massachusetts,Chester,Donald Trump,R
1937,Massachusetts,Chesterfield,Kamala Harris,D
1938,Massachusetts,Chicopee,Kamala Harris,D
1939,Massachusetts,Chilmark,Kamala Harris,D
1940,Massachusetts,Clarksburg,Kamala Harris,D
1941,Massachusetts,Clinton,Kamala Harris,D
1942,Massachusetts,Cohasset,Kamala Harris,D
1943,Massachusetts,Colrain,Kamala Harris,D
1944,Massachusetts,Concord,Kamala Harris,D
1945,Massachusetts,Conway,Kamala Harris,D
1946,Massachusetts,Cummington,Kamala Harris,D
1947,Massachusetts,Dalton,Kamala Harris,D
1948,Massachusetts,Danvers,Kamala Harris,D
1949,Massachusetts,Dartmouth,Kamala Harris,D
1950,Massachusetts,Dedham,Kamala Harris,D
1951,Massachusetts,Deerfield,Kamala Harris,D
1952,Massachusetts,Dennis,Kamala Harris,D
1953,Massachusetts,Dighton,Donald Trump,R
1954,Massachusetts,Douglas,Donald Trump,R
1955,Massachusetts,Dover,Kamala Harris,D
1956,Massachusetts,Dracut,Donald Trump,R
1957,Massachusetts,Dudley,Donald Trump,R
1958,Massachusetts,Dunstable,Kamala Harris,D
1959,Massachusetts,Duxbury,Kamala Harris,D
1960,Massachusetts,East Bridgewater,Donald Trump,R
1961,Massachusetts,East Brookfield,Donald Trump,R
1962,Massachusetts,Eastham,Kamala Harris,D
1963,Massachusetts,Easthampton,Kamala Harris,D
1964,Massachusetts,East Longmeadow,Kamala Harris,D
1965,Massachusetts,Easton,Kamala Harris,D
1966,Massachusetts,Edgartown,Kamala Harris,D
1967,Massachusetts,Egremont,Kamala Harris,D
1968,Massachusetts,Erving,Kamala Harris,D
1969,Massachusetts,Essex,Kamala Harris,D
1970,Massachusetts,Everett,Kamala Harris,D
1971,Massachusetts,Fairhaven,Kamala Harris,D
1972,Massachusetts,Fall River,Donald Trump,R
1973,Massachusetts,Falmouth,Kamala Harris,D
1974,Massachusetts,Fitchburg,Kamala Harris,D
1975,Massachusetts,Florida,Donald Trump,R
1976,Massachusetts,Foxborough,Kamala Harris,D
1977,Massachusetts,Framingham,Kamala Harris,D
1978,Massachusetts,Franklin,Kamala Harris,D
1979,Massachusetts,Freetown,Donald Trump,R
1980,Massachusetts,Gardner,Kamala Harris,D
1981,Massachusetts,Aquinnah,Kamala Harris,D
1982,Massachusetts,Georgetown,Kamala Harris,D
1983,Massachusetts,Gill,Kamala Harris,D
1984,Massachusetts,Gloucester,Kamala Harris,D
1985,Massachusetts,Goshen,Kamala Harris,D
1986,Massachusetts,Gosnold,Donald Trump,R
1987,Massachusetts,Grafton,Kamala Harris,D
1988,Massachusetts,Granby,Donald Trump,R
1989,Massachusetts,Granville,Donald Trump,R
1990,Massachusetts,Great Barrington,Kamala Harris,D
1991,Massachusetts,Greenfield,Kamala Harris,D
1992,Massachusetts,Groton,Kamala Harris,D
1993,Massachusetts,Groveland,Kamala Harris,D
1994,Massachusetts,Hadley,Kamala Harris,D
1995,Massachusetts,Halifax,Donald Trump,R
1996,Massachusetts,Hamilton,Kamala Harris,D
1997,Massachusetts,Hampden,Donald Trump,R
1998,Massachusetts,Hancock,Kamala Harris,D
1999,Massachusetts,Hanover,Donald Trump,R
2000,Massachusetts,Hanson,Donald Trump,R
2001,Massachusetts,Hardwick,Donald Trump,R
2002,Massachusetts,Harvard,Kamala Harris,D
2003,Massachusetts,Harwich,Kamala Harris,D
2004,Massachusetts,Hatfield,Kamala Harris,D
2005,Massachusetts,Haverhill,Kamala Harris,D
2006,Massachusetts,Hawley,Kamala Harris,D
2007,Massachusetts,Heath,Kamala Harris,D
2008,Massachusetts,Hingham,Kamala Harris,D
2009,Massachusetts,Hinsdale,Kamala Harris,D
2010,Massachusetts,Holbrook,Kamala Harris,D
2011,Massachusetts,Holden,Kamala Harris,D
2012,Massachusetts,Holland,Donald Trump,R
2013,Massachusetts,Holliston,Kamala Harris,D
2014,Massachusetts,Holyoke,Kamala Harris,D
2015,Massachusetts,Hopedale,Kamala Harris,D
2016,Massachusetts,Hopkinton,Kamala Harris,D
2017,Massachusetts,Hubbardston,Donald Trump,R
2018,Massachusetts,Hudson,Kamala Harris,D
2019,Massachusetts,Hull,Kamala Harris,D
2020,Massachusetts,Huntington,Donald Trump,R
2021,Massachusetts,Ipswich,Kamala Harris,D
2022,Massachusetts,Kingston,Donald Trump,R
2023,Massachusetts,Lakeville,Donald Trump,R
2024,Massachusetts,Lancaster,Kamala Harris,D
2025,Massachusetts,Lanesborough,Kamala Harris,D
2026,Massachusetts,Lawrence,Kamala Harris,D
2027,Massachusetts,Lee,Kamala Harris,D
2028,Massachusetts,Leicester,Donald Trump,R
2029,Massachusetts,Lenox,Kamala Harris,D
2030,Massachusetts,Leominster,Kamala Harris,D
2031,Massachusetts,Leverett,Kamala Harris,D
2032,Massachusetts,Lexington,Kamala Harris,D
2033,Massachusetts,Leyden,Kamala Harris,D
2034,Massachusetts,Lincoln,Kamala Harris,D
2035,Massachusetts,Littleton,Kamala Harris,D
2036,Massachusetts,Longmeadow,Kamala Harris,D
2037,Massachusetts,Lowell,Kamala Harris,D
2038,Massachusetts,Ludlow,Donald Trump,R
2039,Massachusetts,Lunenburg,Kamala Harris,D
2040,Massachusetts,Lynn,Kamala Harris,D
2041,Massachusetts,Lynnfield,Donald Trump,R
2042,Massachusetts,Malden,Kamala Harris,D
2043,Massachusetts,Manchester,Kamala Harris,D
2044,Massachusetts,Mansfield,Kamala Harris,D
2045,Massachusetts,Marblehead,Kamala Harris,D
2046,Massachusetts,Marion,Kamala Harris,D
2047,Massachusetts,Marlborough,Kamala Harris,D
2048,Massachusetts,Marshfield,Kamala Harris,D
2049,Massachusetts,Mashpee,Kamala Harris,D
2050,Massachusetts,Mattapoisett,Kamala Harris,D
2051,Massachusetts,Maynard,Kamala Harris,D
2052,Massachusetts,Medfield,Kamala Harris,D
2053,Massachusetts,Medford,Kamala Harris,D
2054,Massachusetts,Medway,Kamala Harris,D
2055,Massachusetts,Melrose,Kamala Harris,D
2056,Massachusetts,Mendon,Kamala Harris,D
2057,Massachusetts,Merrimac,Kamala Harris,D
2058,Massachusetts,Methuen,Kamala Harris,D
2059,Massachusetts,Middleborough,Donald Trump,R
2060,Massachusetts,Middlefield,Kamala Harris,D
2061,Massachusetts,Middleton,Donald Trump,R
2062,Massachusetts,Milford,Kamala Harris,D
2063,Massachusetts,Millbury,Donald Trump,R
2064,Massachusetts,Millis,Kamala Harris,D
2065,Massachusetts,Millville,Donald Trump,R
2066,Massachusetts,Milton,Kamala Harris,D
2067,Massachusetts,Monroe,Donald Trump,R
2068,Massachusetts,Monson,Donald Trump,R
2069,Massachusetts,Montague,Kamala Harris,D
2070,Massachusetts,Monterey,Kamala Harris,D
2071,Massachusetts,Montgomery,Donald Trump,R
2072,Massachusetts,Mount Washington,Kamala Harris,D
2073,Massachusetts,Nahant,Kamala Harris,D
2074,Massachusetts,Nantucket,Kamala Harris,D
2075,Massachusetts,Natick,Kamala Harris,D
2076,Massachusetts,Needham,Kamala Harris,D
2077,Massachusetts,New Ashford,Kamala Harris,D
2078,Massachusetts,New Bedford,Kamala Harris,D
2079,Massachusetts,New Braintree,Donald Trump,R
2080,Massachusetts,Newbury,Kamala Harris,D
2081,Massachusetts,Newburyport,Kamala Harris,D
2082,Massachusetts,New Marlborough,Kamala Harris,D
2083,Massachusetts,New Salem,Kamala Harris,D
2084,Massachusetts,Newton,Kamala Harris,D
2085,Massachusetts,Norfolk,Kamala Harris,D
2086,Massachusetts,North Adams,Kamala Harris,D
2087,Massachusetts,Northampton,Kamala Harris,D
2088,Massachusetts,North Andover,Kamala Harris,D
2089,Massachusetts,North Attleborough,Kamala Harris,D
2090,Massachusetts,Northborough,Kamala Harris,D
2091,Massachusetts,Northbridge,Donald Trump,R
2092,Massachusetts,North Brookfield,Donald Trump,R
2093,Massachusetts,Northfield,Kamala Harris,D
2094,Massachusetts,North Reading,Kamala Harris,D
2095,Massachusetts,Norton,Kamala Harris,D
2096,Massachusetts,Norwell,Kamala Harris,D
2097,Massachusetts,Norwood,Kamala Harris,D
2098,Massachusetts,Oak Bluffs,Kamala Harris,D
2099,Massachusetts,Oakham,Donald Trump,R
2100,Massachusetts,Orange,Donald Trump,R
2101,Massachusetts,Orleans,Kamala Harris,D
2102,Massachusetts,Otis,Kamala Harris,D
2103,Massachusetts,Oxford,Donald Trump,R
2104,Massachusetts,Palmer,Donald Trump,R
2105,Massachusetts,Paxton,Kamala Harris,D
2106,Massachusetts,Peabody,Kamala Harris,D
2107,Massachusetts,Pelham,Kamala Harris,D
2108,Massachusetts,Pembroke,Donald Trump,R
2109,Massachusetts,Pepperell,Kamala Harris,D
2110,Massachusetts,Peru,Kamala Harris,D
2111,Massachusetts,Petersham,Kamala Harris,D
2112,Massachusetts,Phillipston,Donald Trump,R
2113,Massachusetts,Pittsfield,Kamala Harris,D
2114,Massachusetts,Plainfield,Kamala Harris,D
2115,Massachusetts,Plainville,Kamala Harris,D
2116,Massachusetts,Plymouth,Kamala Harris,D
2117,Massachusetts,Plympton,Donald Trump,R
2118,Massachusetts,Princeton,Kamala Harris,D
2119,Massachusetts,Provincetown,Kamala Harris,D
2120,Massachusetts,Quincy,Kamala Harris,D
2121,Massachusetts,Randolph,Kamala Harris,D
2122,Massachusetts,Raynham,Donald Trump,R
2123,Massachusetts,Reading,Kamala Harris,D
2124,Massachusetts,Rehoboth,Donald Trump,R
2125,Massachusetts,Revere,Kamala Harris,D
2126,Massachusetts,Richmond,Kamala Harris,D
2127,Massachusetts,Rochester,Donald Trump,R
2128,Massachusetts,Rockland,Donald Trump,R
2129,Massachusetts,Rockport,Kamala Harris,D
2130,Massachusetts,Rowe,Kamala Harris,D
2131,Massachusetts,Rowley,Kamala Harris,D
2132,Massachusetts,Royalston,Donald Trump,R
2133,Massachusetts,Russell,Donald Trump,R
2134,Massachusetts,Rutland,Donald Trump,R
2135,Massachusetts,Salem,Kamala Harris,D
2136,Massachusetts,Salisbury,Donald Trump,R
2137,Massachusetts,Sandisfield,Kamala Harris,D
2138,Massachusetts,Sandwich,Kamala Harris,D
2139,Massachusetts,Saugus,Donald Trump,R
2140,Massachusetts,Savoy,Kamala Harris,D
2141,Massachusetts,Scituate,Kamala Harris,D
2142,Massachusetts,Seekonk,Donald Trump,R
2143,Massachusetts,Sharon,Kamala Harris,D
2144,Massachusetts,Sheffield,Kamala Harris,D
2145,Massachusetts,Shelburne,Kamala Harris,D
2146,Massachusetts,Sherborn,Kamala Harris,D
2147,Massachusetts,Shirley,Kamala Harris,D
2148,Massachusetts,Shrewsbury,Kamala Harris,D
2149,Massachusetts,Shutesbury,Kamala Harris,D
2150,Massachusetts,Somerset,Donald Trump,R
2151,Massachusetts,Somerville,Kamala Harris,D
2152,Massachusetts,Southampton,Kamala Harris,D
2153,Massachusetts,Southborough,Kamala Harris,D
2154,Massachusetts,Southbridge,Kamala Harris,D
2155,Massachusetts,South Hadley,Kamala Harris,D
2156,Massachusetts,Southwick,Donald Trump,R
2157,Massachusetts,Spencer,Donald Trump,R
2158,Massachusetts,Springfield,Kamala Harris,D
2159,Massachusetts,Sterling,Kamala Harris,D
2160,Massachusetts,Stockbridge,Kamala Harris,D
2161,Massachusetts,Stoneham,Kamala Harris,D
2162,Massachusetts,Stoughton,Kamala Harris,D
2163,Massachusetts,Stow,Kamala Harris,D
2164,Massachusetts,Sturbridge,Kamala Harris,D
2165,Massachusetts,Sudbury,Kamala Harris,D
2166,Massachusetts,Sunderland,Kamala Harris,D
2167,Massachusetts,Sutton,Donald Trump,R
2168,Massachusetts,Swampscott,Kamala Harris,D
2169,Massachusetts,Swansea,Donald Trump,R
2170,Massachusetts,Taunton,Kamala Harris,D
2171,Massachusetts,Templeton,Donald Trump,R
2172,Massachusetts,Tewksbury,Donald Trump,R
2173,Massachusetts,Tisbury,Kamala Harris,D
2174,Massachusetts,Tolland,Donald Trump,R
2175,Massachusetts,Topsfield,Kamala Harris,D
2176,Massachusetts,Townsend,Donald Trump,R
2177,Massachusetts,Truro,Kamala Harris,D
2178,Massachusetts,Tyngsborough,Kamala Harris,D
2179,Massachusetts,Tyringham,Kamala Harris,D
2180,Massachusetts,Upton,Kamala Harris,D
2181,Massachusetts,Uxbridge,Donald Trump,R
2182,Massachusetts,Wakefield,Kamala Harris,D
2183,Massachusetts,Wales,Donald Trump,R
2184,Massachusetts,Walpole,Kamala Harris,D
2185,Massachusetts,Waltham,Kamala Harris,D
2186,Massachusetts,Ware,Donald Trump,R
2187,Massachusetts,Wareham,Kamala Harris,D
2188,Massachusetts,Warren,Donald Trump,R
2189,Massachusetts,Warwick,Kamala Harris,D
2190,Massachusetts,Washington,Donald Trump,R
2191,Massachusetts,Watertown,Kamala Harris,D
2192,Massachusetts,Wayland,Kamala Harris,D
2193,Massachusetts,Webster,Donald Trump,R
2194,Massachusetts,Wellesley,Kamala Harris,D
2195,Massachusetts,Wellfleet,Kamala Harris,D
2196,Massachusetts,Wendell,Kamala Harris,D
2197,Massachusetts,Wenham,Kamala Harris,D
2198,Massachusetts,Westborough,Kamala Harris,D
2199,Massachusetts,West Boylston,Kamala Harris,D
2200,Massachusetts,West Bridgewater,Donald Trump,R
2201,Massachusetts,West Brookfield,Donald Trump,R
2202,Massachusetts,Westfield,Donald Trump,R
2203,Massachusetts,Westford,Kamala Harris,D
2204,Massachusetts,Westhampton,Kamala Harris,D
2205,Massachusetts,Westminster,Donald Trump,R
2206,Massachusetts,West Newbury,Kamala Harris,D
2207,Massachusetts,Weston,Kamala Harris,D
2208,Massachusetts,Westport,Donald Trump,R
2209,Massachusetts,West Springfield,Donald Trump,R
2210,Massachusetts,West Stockbridge,Kamala Harris,D
2211,Massachusetts,West Tisbury,Kamala Harris,D
2212,Massachusetts,Westwood,Kamala Harris,D
2213,Massachusetts,Weymouth,Kamala Harris,D
2214,Massachusetts,Whately,Kamala Harris,D
2215,Massachusetts,Whitman,Donald Trump,R
2216,Massachusetts,Wilbraham,Kamala Harris,D
2217,Massachusetts,Williamsburg,Kamala Harris,D
2218,Massachusetts,Williamstown,Kamala Harris,D
2219,Massachusetts,Wilmington,Kamala Harris,D
2220,Massachusetts,Winchendon,Donald Trump,R
2221,Massachusetts,Winchester,Kamala Harris,D
2222,Massachusetts,Windsor,Kamala Harris,D
2223,Massachusetts,Winthrop,Kamala Harris,D
2224,Massachusetts,Woburn,Kamala Harris,D
2225,Massachusetts,Worcester,Kamala Harris,D
2226,Massachusetts,Worthington,Kamala Harris,D
2227,Massachusetts,Wrentham,Kamala Harris,D
2228,Massachusetts,Yarmouth,Kamala Harris,D
2229,Michigan,Alcona,Donald Trump,R
2230,Michigan,Alger,Donald Trump,R
2231,Michigan,Allegan,Donald Trump,R
2232,Michigan,Alpena,Donald Trump,R
2233,Michigan,Antrim,Donald Trump,R
2234,Michigan,Arenac,Donald Trump,R
2235,Michigan,Baraga,Donald Trump,R
2236,Michigan,Barry,Donald Trump,R
2237,Michigan,Bay,Donald Trump,R
2238,Michigan,Benzie,Donald Trump,R
2239,Michigan,Berrien,Donald Trump,R
2240,Michigan,Branch,Donald Trump,R
2241,Michigan,Calhoun,Donald Trump,R
2242,Michigan,Cass,Donald Trump,R
2243,Michigan,Charlevoix,Donald Trump,R
2244,Michigan,Cheboygan,Donald Trump,R
2245,Michigan,Chippewa,Donald Trump,R
2246,Michigan,Clare,Donald Trump,R
2247,Michigan,Clinton,Donald Trump,R
2248,Michigan,Crawford,Donald Trump,R
2249,Michigan,Delta,Donald Trump,R
2250,Michigan,Dickinson,Donald Trump,R
2251,Michigan,Eaton,Donald Trump,R
2252,Michigan,Emmet,Donald Trump,R
2253,Michigan,Genesee,Kamala Harris,D
2254,Michigan,Gladwin,Donald Trump,R
2255,Michigan,Gogebic,Donald Trump,R
2256,Michigan,Grand Traverse,Donald Trump,R
2257,Michigan,Gratiot,Donald Trump,R
2258,Michigan,Hillsdale,Donald Trump,R
2259,Michigan,Houghton,Donald Trump,R
2260,Michigan,Huron,Donald Trump,R
2261,Michigan,Ingham,Kamala Harris,D
2262,Michigan,Ionia,Donald Trump,R
2263,Michigan,Iosco,Donald Trump,R
2264,Michigan,Iron,Donald Trump,R
2265,Michigan,Isabella,Donald Trump,R
2266,Michigan,Jackson,Donald Trump,R
2267,Michigan,Kalamazoo,Kamala Harris,D
2268,Michigan,Kalkaska,Donald Trump,R
2269,Michigan,Kent,Kamala Harris,D
2270,Michigan,Keweenaw,Donald Trump,R
2271,Michigan,Lake,Donald Trump,R
2272,Michigan,Lapeer,Donald Trump,R
2273,Michigan,Leelanau,Kamala Harris,D
2274,Michigan,Lenawee,Donald Trump,R
2275,Michigan,Livingston,Donald Trump,R
2276,Michigan,Luce,Donald Trump,R
2277,Michigan,Mackinac,Donald Trump,R
2278,Michigan,Macomb,Donald Trump,R
2279,Michigan,Manistee,Donald Trump,R
2280,Michigan,Marquette,Kamala Harris,D
2281,Michigan,Mason,Donald Trump,R
2282,Michigan,Mecosta,Donald Trump,R
2283,Michigan,Menominee,Donald Trump,R
2284,Michigan,Midland,Donald Trump,R
2285,Michigan,Missaukee,Donald Trump,R
2286,Michigan,Monroe,Donald Trump,R
2287,Michigan,Montcalm,Donald Trump,R
2288,Michigan,Montmorency,Donald Trump,R
2289,Michigan,Muskegon,Donald Trump,R
2290,Michigan,Newaygo,Donald Trump,R
2291,Michigan,Oakland,Kamala Harris,D
2292,Michigan,Oceana,Donald Trump,R
2293,Michigan,Ogemaw,Donald Trump,R
2294,Michigan,Ontonagon,Donald Trump,R
2295,Michigan,Osceola,Donald Trump,R
2296,Michigan,Oscoda,Donald Trump,R
2297,Michigan,Otsego,Donald Trump,R
2298,Michigan,Ottawa,Donald Trump,R
2299,Michigan,Presque Isle,Donald Trump,R
2300,Michigan,Roscommon,Donald Trump,R
2301,Michigan,Saginaw,Donald Trump,R
2302,Michigan,St. Clair,Donald Trump,R
2303,Michigan,St. Joseph,Donald Trump,R
2304,Michigan,Sanilac,Donald Trump,R
2305,Michigan,Schoolcraft,Donald Trump,R
2306,Michigan,Shiawassee,Donald Trump,R
2307,Michigan,Tuscola,Donald Trump,R
2308,Michigan,Van Buren,Donald Trump,R
2309,Michigan,Washtenaw,Kamala Harris,D
2310,Michigan,Wayne,Kamala Harris,D
2311,Michigan,Wexford,Donald Trump,R
2312,Minnesota,Aitkin,Donald Trump,R
2313,Minnesota,Anoka,Donald Trump,R
2314,Minnesota,Becker,Donald Trump,R
2315,Minnesota,Beltrami,Donald Trump,R
2316,Minnesota,Benton,Donald Trump,R
2317,Minnesota,Big Stone,Donald Trump,R
2318,Minnesota,Blue Earth,Donald Trump,R
2319,Minnesota,Brown,Donald Trump,R
2320,Minnesota,Carlton,Donald Trump,R
2321,Minnesota,Carver,Donald Trump,R
2322,Minnesota,Cass,Donald Trump,R
2323,Minnesota,Chippewa,Donald Trump,R
2324,Minnesota,Chisago,Donald Trump,R
2325,Minnesota,Clay,Kamala Harris,D
2326,Minnesota,Clearwater,Donald Trump,R
2327,Minnesota,Cook,Kamala Harris,D
2328,Minnesota,Cottonwood,Donald Trump,R
2329,Minnesota,Crow Wing,Donald Trump,R
2330,Minnesota,Dakota,Kamala Harris,D
2331,Minnesota,Dodge,Donald Trump,R
2332,Minnesota,Douglas,Donald Trump,R
2333,Minnesota,Faribault,Donald Trump,R
2334,Minnesota,Fillmore,Donald Trump,R
2335,Minnesota,Freeborn,Donald Trump,R
2336,Minnesota,Goodhue,Donald Trump,R
2337,Minnesota,Grant,Donald Trump,R
2338,Minnesota,Hennepin,Kamala Harris,D
2339,Minnesota,Houston,Donald Trump,R
2340,Minnesota,Hubbard,Donald Trump,R
2341,Minnesota,Isanti,Donald Trump,R
2342,Minnesota,Itasca,Donald Trump,R
2343,Minnesota,Jackson,Donald Trump,R
2344,Minnesota,Kanabec,Donald Trump,R
2345,Minnesota,Kandiyohi,Donald Trump,R
2346,Minnesota,Kittson,Donald Trump,R
2347,Minnesota,Koochiching,Donald Trump,R
2348,Minnesota,Lac Qui Parle,Donald Trump,R
2349,Minnesota,Lake,Kamala Harris,D
2350,Minnesota,Lake of the Woods,Donald Trump,R
2351,Minnesota,Le Sueur,Donald Trump,R
2352,Minnesota,Lincoln,Donald Trump,R
2353,Minnesota,Lyon,Donald Trump,R
2354,Minnesota,McLeod,Donald Trump,R
2355,Minnesota,Mahnomen,Donald Trump,R
2356,Minnesota,Marshall,Donald Trump,R
2357,Minnesota,Martin,Donald Trump,R
2358,Minnesota,Meeker,Donald Trump,R
2359,Minnesota,Mille Lacs,Donald Trump,R
2360,Minnesota,Morrison,Donald Trump,R
2361,Minnesota,Mower,Donald Trump,R
2362,Minnesota,Murray,Donald Trump,R
2363,Minnesota,Nicollet,Donald Trump,R
2364,Minnesota,Nobles,Donald Trump,R
2365,Minnesota,Norman,Donald Trump,R
2366,Minnesota,Olmsted,Kamala Harris,D
2367,Minnesota,Otter Tail,Donald Trump,R
2368,Minnesota,Pennington,Donald Trump,R
2369,Minnesota,Pine,Donald Trump,R
2370,Minnesota,Pipestone,Donald Trump,R
2371,Minnesota,Polk,Donald Trump,R
2372,Minnesota,Pope,Donald Trump,R
2373,Minnesota,Ramsey,Kamala Harris,D
2374,Minnesota,Red Lake,Donald Trump,R
2375,Minnesota,Redwood,Donald Trump,R
2376,Minnesota,Renville,Donald Trump,R
2377,Minnesota,Rice,Donald Trump,R
2378,Minnesota,Rock,Donald Trump,R
2379,Minnesota,Roseau,Donald Trump,R
2380,Minnesota,St. Louis,Kamala Harris,D
2381,Minnesota,Scott,Donald Trump,R
2382,Minnesota,Sherburne,Donald Trump,R
2383,Minnesota,Sibley,Donald Trump,R
2384,Minnesota,Stearns,Donald Trump,R
2385,Minnesota,Steele,Donald Trump,R
2386,Minnesota,Stevens,Donald Trump,R
2387,Minnesota,Swift,Donald Trump,R
2388,Minnesota,Todd,Donald Trump,R
2389,Minnesota,Traverse,Donald Trump,R
2390,Minnesota,Wabasha,Donald Trump,R
2391,Minnesota,Wadena,Donald Trump,R
2392,Minnesota,Waseca,Donald Trump,R
2393,Minnesota,Washington,Kamala Harris,D
2394,Minnesota,Watonwan,Donald Trump,R
2395,Minnesota,Wilkin,Donald Trump,R
2396,Minnesota,Winona,Donald Trump,R
2397,Minnesota,Wright,Donald Trump,R
2398,Minnesota,Yellow Medicine,Donald Trump,R
2399,Mississippi,Adams,Kamala Harris,D
2400,Mississippi,Alcorn,Donald Trump,R
2401,Mississippi,Amite,Donald Trump,R
2402,Mississippi,Attala,Donald Trump,R
2403,Mississippi,Benton,Donald Trump,R
2404,Mississippi,Bolivar,Kamala Harris,D
2405,Mississippi,Calhoun,Donald Trump,R
2406,Mississippi,Carroll,Donald Trump,R
2407,Mississippi,Chickasaw,Donald Trump,R
2408,Mississippi,Choctaw,Donald Trump,R
2409,Mississippi,Claiborne,Kamala Harris,D
2410,Mississippi,Clarke,Donald Trump,R
2411,Mississippi,Clay,Kamala Harris,D
2412,Mississippi,Coahoma,Kamala Harris,D
2413,Mississippi,Copiah,Donald Trump,R
2414,Mississippi,Covington,Donald Trump,R
2415,Mississippi,DeSoto,Donald Trump,R
2416,Mississippi,Forrest,Donald Trump,R
2417,Mississippi,Franklin,Donald Trump,R
2418,Mississippi,George,Donald Trump,R
2419,Mississippi,Greene,Donald Trump,R
2420,Mississippi,Grenada,Donald Trump,R
2421,Mississippi,Hancock,Donald Trump,R
2422,Mississippi,Harrison,Donald Trump,R
2423,Mississippi,Hinds,Kamala Harris,D
2424,Mississippi,Holmes,Kamala Harris,D
2425,Mississippi,Humphreys,Kamala Harris,D
2426,Mississippi,Issaquena,Donald Trump,R
2427,Mississippi,Itawamba,Donald Trump,R
2428,Mississippi,Jackson,Donald Trump,R
2429,Mississippi,Jasper,Donald Trump,R
2430,Mississippi,Jefferson,Kamala Harris,D
2431,Mississippi,Jefferson Davis,Kamala Harris,D
2432,Mississippi,Jones,Donald Trump,R
2433,Mississippi,Kemper,Kamala Harris,D
2434,Mississippi,Lafayette,Donald Trump,R
2435,Mississippi,Lamar,Donald Trump,R
2436,Mississippi,Lauderdale,Donald Trump,R
2437,Mississippi,Lawrence,Donald Trump,R
2438,Mississippi,Leake,Donald Trump,R
2439,Mississippi,Lee,Donald Trump,R
2440,Mississippi,Leflore,Kamala Harris,D
2441,Mississippi,Lincoln,Donald Trump,R
2442,Mississippi,Lowndes,Donald Trump,R
2443,Mississippi,Madison,Donald Trump,R
2444,Mississippi,Marion,Donald Trump,R
2445,Mississippi,Marshall,Donald Trump,R
2446,Mississippi,Monroe,Donald Trump,R
2447,Mississippi,Montgomery,Donald Trump,R
2448,Mississippi,Neshoba,Donald Trump,R
2449,Mississippi,Newton,Donald Trump,R
2450,Mississippi,Noxubee,Kamala Harris,D
2451,Mississippi,Oktibbeha,Kamala Harris,D
2452,Mississippi,Panola,Donald Trump,R
2453,Mississippi,Pearl River,Donald Trump,R
2454,Mississippi,Perry,Donald Trump,R
2455,Mississippi,Pike,Donald Trump,R
2456,Mississippi,Pontotoc,Donald Trump,R
2457,Mississippi,Prentiss,Donald Trump,R
2458,Mississippi,Quitman,Kamala Harris,D
2459,Mississippi,Rankin,Donald Trump,R
2460,Mississippi,Scott,Donald Trump,R
2461,Mississippi,Sharkey,Kamala Harris,D
2462,Mississippi,Simpson,Donald Trump,R
2463,Mississippi,Smith,Donald Trump,R
2464,Mississippi,Stone,Donald Trump,R
2465,Mississippi,Sunflower,Kamala Harris,D
2466,Mississippi,Tallahatchie,Kamala Harris,D
2467,Mississippi,Tate,Donald Trump,R
2468,Mississippi,Tippah,Donald Trump,R
2469,Mississippi,Tishomingo,Donald Trump,R
2470,Mississippi,Tunica,Kamala Harris,D
2471,Mississippi,Union,Donald Trump,R
